timestamp,SOXL,SOXX
2023-08-01 18:08:00+00:00,28.6,535.95
2023-08-01 18:09:00+00:00,28.5933,535.95
2023-08-01 18:10:00+00:00,28.58,535.93
2023-08-01 18:11:00+00:00,28.55,535.93
2023-08-01 18:12:00+00:00,28.5799,535.92
2023-08-01 18:13:00+00:00,28.5657,535.76
2023-08-01 18:14:00+00:00,28.56,535.955
2023-08-01 18:15:00+00:00,28.6043,535.955
2023-08-01 18:16:00+00:00,28.58,535.98
2023-08-01 18:17:00+00:00,28.62,536.19
2023-08-01 18:18:00+00:00,28.63,536.13
2023-08-01 18:19:00+00:00,28.63,536.13
2023-08-01 18:20:00+00:00,28.61,536.0
2023-08-01 18:21:00+00:00,28.595,536.03
2023-08-01 18:22:00+00:00,28.635,536.23
2023-08-01 18:23:00+00:00,28.6,536.02
2023-08-01 18:24:00+00:00,28.61,536.02
2023-08-01 18:25:00+00:00,28.63,536.02
2023-08-01 18:26:00+00:00,28.56,535.77
2023-08-01 18:27:00+00:00,28.56,535.7353
2023-08-01 18:28:00+00:00,28.5715,535.86
2023-08-01 18:29:00+00:00,28.58,535.88
2023-08-01 18:30:00+00:00,28.595,536.09
2023-08-01 18:31:00+00:00,28.59,536.09
2023-08-01 18:32:00+00:00,28.56,535.7
2023-08-01 18:33:00+00:00,28.52,535.65
2023-08-01 18:34:00+00:00,28.54,535.5593
2023-08-01 18:35:00+00:00,28.525,535.47
2023-08-01 18:36:00+00:00,28.5405,535.59
2023-08-01 18:37:00+00:00,28.54,535.56
2023-08-01 18:38:00+00:00,28.55,535.66
2023-08-01 18:39:00+00:00,28.5799,535.84
2023-08-01 18:40:00+00:00,28.55,535.82
2023-08-01 18:41:00+00:00,28.5719,535.85
2023-08-01 18:42:00+00:00,28.5801,535.72
2023-08-01 18:43:00+00:00,28.5701,535.74
2023-08-01 18:44:00+00:00,28.5688,535.82
2023-08-01 18:45:00+00:00,28.57,535.765
2023-08-01 18:46:00+00:00,28.5978,535.945
2023-08-01 18:47:00+00:00,28.6186,536.09
2023-08-01 18:48:00+00:00,28.625,536.22
2023-08-01 18:49:00+00:00,28.68,536.39
2023-08-01 18:50:00+00:00,28.6385,536.39
2023-08-01 18:51:00+00:00,28.6589,536.28
2023-08-01 18:52:00+00:00,28.625,536.12
2023-08-01 18:53:00+00:00,28.64,536.205
2023-08-01 18:54:00+00:00,28.635,536.26
2023-08-01 18:55:00+00:00,28.61,536.005
2023-08-01 18:56:00+00:00,28.6,535.86
2023-08-01 18:57:00+00:00,28.61,536.08
2023-08-01 18:58:00+00:00,28.59,536.01
2023-08-01 18:59:00+00:00,28.6028,536.03
2023-08-01 19:00:00+00:00,28.63,536.13
2023-08-01 19:01:00+00:00,28.6307,536.19
2023-08-01 19:02:00+00:00,28.63,536.19
2023-08-01 19:03:00+00:00,28.64,536.19
2023-08-01 19:04:00+00:00,28.6676,536.39
2023-08-01 19:05:00+00:00,28.6896,536.58
2023-08-01 19:06:00+00:00,28.6829,536.405
2023-08-01 19:07:00+00:00,28.705,536.68
2023-08-01 19:08:00+00:00,28.705,536.68
2023-08-01 19:09:00+00:00,28.71,536.56
2023-08-01 19:10:00+00:00,28.68,536.44
2023-08-01 19:11:00+00:00,28.705,536.68
2023-08-01 19:12:00+00:00,28.7,536.545
2023-08-01 19:13:00+00:00,28.69,536.58
2023-08-01 19:14:00+00:00,28.68,536.47
2023-08-01 19:15:00+00:00,28.7,536.47
2023-08-01 19:16:00+00:00,28.66,536.34
2023-08-01 19:17:00+00:00,28.665,536.55
2023-08-01 19:18:00+00:00,28.67,536.44
2023-08-01 19:19:00+00:00,28.66,536.44
2023-08-01 19:20:00+00:00,28.655,536.43
2023-08-01 19:21:00+00:00,28.645,536.31
2023-08-01 19:22:00+00:00,28.6,536.15
2023-08-01 19:23:00+00:00,28.62,536.15
2023-08-01 19:24:00+00:00,28.5962,536.15
2023-08-01 19:25:00+00:00,28.6135,536.15
2023-08-01 19:26:00+00:00,28.57,535.815
2023-08-01 19:27:00+00:00,28.6015,535.96
2023-08-01 19:28:00+00:00,28.62,536.06
2023-08-01 19:29:00+00:00,28.6288,536.06
2023-08-01 19:30:00+00:00,28.63,536.04
2023-08-01 19:31:00+00:00,28.66,536.04
2023-08-01 19:32:00+00:00,28.675,536.54
2023-08-01 19:33:00+00:00,28.67,536.54
2023-08-01 19:34:00+00:00,28.69,536.6
2023-08-01 19:35:00+00:00,28.6607,536.46
2023-08-01 19:36:00+00:00,28.66,536.37
2023-08-01 19:37:00+00:00,28.59,536.0691
2023-08-01 19:38:00+00:00,28.5231,535.57
2023-08-01 19:39:00+00:00,28.52,535.53
2023-08-01 19:40:00+00:00,28.52,535.42
2023-08-01 19:41:00+00:00,28.525,535.5
2023-08-01 19:42:00+00:00,28.52,535.46
2023-08-01 19:43:00+00:00,28.525,535.55
2023-08-01 19:44:00+00:00,28.52,535.43
2023-08-01 19:45:00+00:00,28.567,535.64
2023-08-01 19:46:00+00:00,28.5899,535.82
2023-08-01 19:47:00+00:00,28.57,535.82
2023-08-01 19:48:00+00:00,28.5304,535.55
2023-08-01 19:49:00+00:00,28.5774,535.88
2023-08-01 19:50:00+00:00,28.64,536.2
2023-08-01 19:51:00+00:00,28.605,536.05
2023-08-01 19:52:00+00:00,28.58,535.98
2023-08-01 19:53:00+00:00,28.6299,536.19
2023-08-01 19:54:00+00:00,28.65,536.26
2023-08-01 19:55:00+00:00,28.595,535.85
2023-08-01 19:56:00+00:00,28.595,535.94
2023-08-01 19:57:00+00:00,28.56,535.78
2023-08-01 19:58:00+00:00,28.53,535.61
2023-08-01 19:59:00+00:00,28.52,535.6
2023-08-01 20:00:00+00:00,28.49,535.64
2023-08-01 20:01:00+00:00,28.52,535.64
2023-08-01 20:02:00+00:00,28.52,535.52
2023-08-01 20:03:00+00:00,28.52,535.52
2023-08-01 20:04:00+00:00,28.52,535.52
2023-08-01 20:05:00+00:00,28.53,535.52
2023-08-01 20:06:00+00:00,28.52,535.52
2023-08-01 20:07:00+00:00,28.5,535.52
2023-08-01 20:08:00+00:00,28.51,535.52
2023-08-01 20:09:00+00:00,28.41,535.52
2023-08-01 20:10:00+00:00,28.37,535.52
2023-08-01 20:11:00+00:00,28.35,535.52
2023-08-01 20:12:00+00:00,28.33,535.52
2023-08-01 20:13:00+00:00,28.39,535.52
2023-08-01 20:14:00+00:00,28.5,534.75
2023-08-01 20:15:00+00:00,28.57,535.64
2023-08-01 20:16:00+00:00,28.88,537.39
2023-08-01 20:17:00+00:00,28.81,537.5
2023-08-01 20:18:00+00:00,28.75,537.5
2023-08-01 20:19:00+00:00,28.79,537.5
2023-08-01 20:20:00+00:00,28.77,537.5
2023-08-01 20:21:00+00:00,28.7,537.5
2023-08-01 20:22:00+00:00,28.75,537.5
2023-08-01 20:23:00+00:00,28.8,537.0
2023-08-01 20:24:00+00:00,28.83,537.0
2023-08-01 20:25:00+00:00,28.9,537.0
2023-08-01 20:26:00+00:00,28.92,538.5
2023-08-01 20:27:00+00:00,28.96,538.5
2023-08-01 20:28:00+00:00,28.94,538.5
2023-08-01 20:29:00+00:00,28.9001,538.5
2023-08-01 20:30:00+00:00,28.87,538.5
2023-08-01 20:31:00+00:00,28.85,538.5
2023-08-01 20:32:00+00:00,28.89,538.5
2023-08-01 20:33:00+00:00,28.87,538.5
2023-08-01 20:34:00+00:00,28.92,538.5
2023-08-01 20:35:00+00:00,28.91,538.5
2023-08-01 20:36:00+00:00,28.9,538.5
2023-08-01 20:37:00+00:00,28.93,538.5
2023-08-01 20:38:00+00:00,28.9,538.5
2023-08-01 20:39:00+00:00,28.91,538.5
2023-08-01 20:40:00+00:00,28.91,538.5
2023-08-01 20:41:00+00:00,28.905,538.5
2023-08-01 20:42:00+00:00,28.86,538.5
2023-08-01 20:43:00+00:00,28.88,538.5
2023-08-01 20:44:00+00:00,28.87,538.5
2023-08-01 20:45:00+00:00,28.83,538.5
2023-08-01 20:46:00+00:00,28.8,538.5
2023-08-01 20:47:00+00:00,28.78,538.5
2023-08-01 20:48:00+00:00,28.77,538.5
2023-08-01 20:49:00+00:00,28.8,538.5
2023-08-01 20:50:00+00:00,28.765,538.5
2023-08-01 20:51:00+00:00,28.75,538.5
2023-08-01 20:52:00+00:00,28.76,538.5
2023-08-01 20:53:00+00:00,28.77,538.5
2023-08-01 20:54:00+00:00,28.85,538.5
2023-08-01 20:55:00+00:00,28.84,538.5
2023-08-01 20:56:00+00:00,28.81,538.5
2023-08-01 20:57:00+00:00,28.81,538.5
2023-08-01 20:58:00+00:00,28.8,538.5
2023-08-01 20:59:00+00:00,28.83,538.5
2023-08-01 21:00:00+00:00,28.85,538.5
2023-08-01 21:01:00+00:00,28.85,538.5
2023-08-01 21:02:00+00:00,28.86,538.5
2023-08-01 21:03:00+00:00,28.8685,538.5
2023-08-01 21:04:00+00:00,28.86,538.5
2023-08-01 21:05:00+00:00,28.84,538.5
2023-08-01 21:06:00+00:00,28.83,538.5
2023-08-01 21:07:00+00:00,28.8315,535.64
2023-08-01 21:08:00+00:00,28.82,535.64
2023-08-01 21:09:00+00:00,28.84,535.64
2023-08-01 21:10:00+00:00,28.88,535.64
2023-08-01 21:11:00+00:00,28.875,535.64
2023-08-01 21:12:00+00:00,28.89,535.64
2023-08-01 21:13:00+00:00,28.87,535.64
